month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_years
2013-05,SERANGOON,EXECUTIVE,138,SERANGOON NTH AVE 2,01 TO 03,145.0,Maisonette,1989,650000.0,65
2013-05,SERANGOON,EXECUTIVE,535,SERANGOON NTH AVE 4,04 TO 06,149.0,Apartment,1992,660000.0,68
2013-05,SERANGOON,EXECUTIVE,527,SERANGOON NTH AVE 4,10 TO 12,146.0,Apartment,1992,680000.0,68
2013-05,SERANGOON,EXECUTIVE,535,SERANGOON NTH AVE 4,04 TO 06,149.0,Apartment,1992,685000.0,68
2013-05,SERANGOON,EXECUTIVE,525,SERANGOON NTH AVE 4,04 TO 06,150.0,Maisonette,1992,700000.0,68
2013-05,SERANGOON,EXECUTIVE,506A,SERANGOON NTH AVE 4,13 TO 15,145.0,Apartment,1992,708000.0,68
2013-05,SERANGOON,EXECUTIVE,527,SERANGOON NTH AVE 4,10 TO 12,146.0,Apartment,1992,718000.0,68
2013-05,SERANGOON,EXECUTIVE,236A,SERANGOON AVE 2,16 TO 18,140.0,Apartment,1998,850000.0,74
2013-05,SERANGOON,EXECUTIVE,322,SERANGOON AVE 3,07 TO 09,141.0,Apartment,1986,930000.0,62
2013-05,TAMPINES,EXECUTIVE,431,TAMPINES ST 41,01 TO 03,148.0,Maisonette,1986,612000.0,62
2013-05,TAMPINES,EXECUTIVE,428,TAMPINES ST 41,04 TO 06,143.0,Apartment,1986,618000.0,62
2013-05,TAMPINES,EXECUTIVE,860,TAMPINES AVE 5,01 TO 03,146.0,Maisonette,1987,655000.0,63
2013-05,TAMPINES,EXECUTIVE,495F,TAMPINES ST 43,07 TO 09,147.0,Apartment,1994,670000.0,70
2013-05,TAMPINES,EXECUTIVE,867A,TAMPINES ST 83,04 TO 06,146.0,Maisonette,1989,679000.0,65
2013-05,TAMPINES,EXECUTIVE,327,TAMPINES ST 32,07 TO 09,147.0,Apartment,1995,703000.0,71
2013-05,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,01 TO 03,150.0,Maisonette,1985,730000.0,61
2013-05,TAMPINES,EXECUTIVE,226,SIMEI ST 4,01 TO 03,146.0,Maisonette,1988,733000.0,64
2013-05,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,04 TO 06,142.0,Apartment,1985,750000.0,61
2013-05,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,07 TO 09,148.0,Apartment,1984,820000.0,60
2013-05,TOA PAYOH,EXECUTIVE,99A,LOR 2 TOA PAYOH,10 TO 12,145.0,Apartment,1993,940000.0,69
2013-05,WOODLANDS,EXECUTIVE,583,WOODLANDS DR 16,04 TO 06,131.0,Apartment,2001,555000.0,77
2013-05,WOODLANDS,EXECUTIVE,868,WOODLANDS ST 83,07 TO 09,148.0,Apartment,1996,557000.0,72
2013-05,WOODLANDS,EXECUTIVE,788E,WOODLANDS CRES,01 TO 03,141.0,Apartment,1999,558888.0,75
2013-05,WOODLANDS,EXECUTIVE,804,WOODLANDS ST 81,04 TO 06,146.0,Maisonette,1988,582000.0,64
2013-05,WOODLANDS,EXECUTIVE,866,WOODLANDS ST 83,04 TO 06,146.0,Apartment,1996,595000.0,72
2013-05,WOODLANDS,EXECUTIVE,867,WOODLANDS ST 83,07 TO 09,147.0,Maisonette,1996,595000.0,72
2013-05,WOODLANDS,EXECUTIVE,893A,WOODLANDS DR 50,10 TO 12,145.0,Maisonette,1996,610000.0,72
2013-05,WOODLANDS,EXECUTIVE,637,WOODLANDS RING RD,10 TO 12,141.0,Apartment,1999,613800.0,75
2013-05,WOODLANDS,EXECUTIVE,788C,WOODLANDS CRES,07 TO 09,143.0,Maisonette,1999,633000.0,75
2013-05,WOODLANDS,EXECUTIVE,328,WOODLANDS ST 32,04 TO 06,163.0,Apartment,1994,640000.0,70
2013-05,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,01 TO 03,141.0,Maisonette,1999,643000.0,75
2013-05,WOODLANDS,EXECUTIVE,893B,WOODLANDS DR 50,04 TO 06,145.0,Maisonette,1996,660000.0,72
2013-05,WOODLANDS,EXECUTIVE,139,MARSILING RD,10 TO 12,170.0,Apartment,1995,675000.0,71
2013-05,WOODLANDS,EXECUTIVE,405,WOODLANDS ST 41,01 TO 03,177.0,Apartment,1995,692000.0,71
2013-05,WOODLANDS,EXECUTIVE,322,WOODLANDS ST 32,07 TO 09,172.0,Apartment,1994,755000.0,70
2013-05,WOODLANDS,EXECUTIVE,307,WOODLANDS AVE 1,01 TO 03,192.0,Apartment,1994,775000.0,70
2013-05,YISHUN,EXECUTIVE,392,YISHUN AVE 6,04 TO 06,142.0,Apartment,1988,570000.0,64
2013-05,YISHUN,EXECUTIVE,643,YISHUN ST 61,04 TO 06,146.0,Maisonette,1987,625000.0,63
2013-06,BEDOK,EXECUTIVE,114,BEDOK RESERVOIR RD,01 TO 03,148.0,Maisonette,1985,610000.0,61
2013-06,BEDOK,EXECUTIVE,719,BEDOK RESERVOIR RD,01 TO 03,148.0,Maisonette,1984,700000.0,60
2013-06,BEDOK,EXECUTIVE,642,BEDOK RESERVOIR RD,13 TO 15,144.0,Apartment,1993,705000.0,69
2013-06,BEDOK,EXECUTIVE,641,BEDOK RESERVOIR RD,13 TO 15,145.0,Apartment,1993,710000.0,69
2013-06,BEDOK,EXECUTIVE,106,LENGKONG TIGA,07 TO 09,154.0,Maisonette,1989,880000.0,65
2013-06,BUKIT BATOK,EXECUTIVE,289A,BT BATOK ST 25,04 TO 06,144.0,Apartment,1997,765000.0,73
2013-06,BUKIT PANJANG,EXECUTIVE,467,SEGAR RD,13 TO 15,132.0,Premium Apartment,2002,570000.0,78
2013-06,BUKIT PANJANG,EXECUTIVE,650,SENJA LINK,04 TO 06,130.0,Premium Apartment,2001,675000.0,77
2013-06,BUKIT PANJANG,EXECUTIVE,617,BT PANJANG RING RD,19 TO 21,131.0,Apartment,2001,700000.0,77
2013-06,BUKIT PANJANG,EXECUTIVE,543,JELAPANG RD,10 TO 12,142.0,Maisonette,1999,738000.0,75
2013-06,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,10 TO 12,146.0,Maisonette,1989,590000.0,65
2013-06,CHOA CHU KANG,EXECUTIVE,768,CHOA CHU KANG ST 54,04 TO 06,144.0,Apartment,1996,613000.0,72
2013-06,CHOA CHU KANG,EXECUTIVE,208,CHOA CHU KANG CTRL,01 TO 03,149.0,Maisonette,1989,615000.0,65
2013-06,CHOA CHU KANG,EXECUTIVE,554,CHOA CHU KANG NTH 6,04 TO 06,147.0,Apartment,1996,630000.0,72
2013-06,CHOA CHU KANG,EXECUTIVE,554,CHOA CHU KANG NTH 6,07 TO 09,147.0,Apartment,1996,638000.0,72
2013-06,CHOA CHU KANG,EXECUTIVE,341,CHOA CHU KANG LOOP,10 TO 12,143.0,Apartment,1993,698000.0,69
2013-06,CLEMENTI,EXECUTIVE,116,CLEMENTI ST 13,04 TO 06,147.0,Maisonette,1984,828000.0,60
2013-06,HOUGANG,EXECUTIVE,705,HOUGANG AVE 2,01 TO 03,154.0,Maisonette,1986,560000.0,62
2013-06,HOUGANG,EXECUTIVE,358,HOUGANG AVE 5,04 TO 06,144.0,Apartment,1992,670000.0,68
2013-06,HOUGANG,EXECUTIVE,558,HOUGANG ST 51,04 TO 06,148.0,Maisonette,1992,670000.0,68
2013-06,HOUGANG,EXECUTIVE,522,HOUGANG AVE 6,04 TO 06,145.0,Maisonette,1987,760000.0,63
2013-06,HOUGANG,EXECUTIVE,235,HOUGANG ST 21,01 TO 03,146.0,Apartment,1984,800000.0,60
2013-06,HOUGANG,EXECUTIVE,221,HOUGANG ST 21,04 TO 06,148.0,Maisonette,1992,802000.0,68
2013-06,JURONG EAST,EXECUTIVE,335,JURONG EAST AVE 1,01 TO 03,152.0,Maisonette,1984,585000.0,60
2013-06,JURONG EAST,EXECUTIVE,336,JURONG EAST AVE 1,07 TO 09,149.0,Maisonette,1985,673000.0,61
2013-06,JURONG EAST,EXECUTIVE,216,JURONG EAST ST 21,10 TO 12,148.0,Maisonette,1985,700000.0,61
2013-06,JURONG EAST,EXECUTIVE,287A,JURONG EAST ST 21,07 TO 09,143.0,Apartment,1998,757000.0,74
2013-06,JURONG EAST,EXECUTIVE,287B,JURONG EAST ST 21,16 TO 18,142.0,Apartment,1998,788000.0,74
2013-06,JURONG WEST,EXECUTIVE,910,JURONG WEST ST 91,01 TO 03,145.0,Maisonette,1988,510000.0,64
2013-06,JURONG WEST,EXECUTIVE,274C,JURONG WEST ST 25,13 TO 15,126.0,Apartment,2002,543000.0,78
2013-06,JURONG WEST,EXECUTIVE,906,JURONG WEST ST 91,04 TO 06,145.0,Maisonette,1989,545000.0,65
2013-06,JURONG WEST,EXECUTIVE,627,JURONG WEST ST 65,01 TO 03,130.0,Apartment,2001,567000.0,77
2013-06,JURONG WEST,EXECUTIVE,669D,JURONG WEST ST 64,01 TO 03,130.0,Apartment,2000,570000.0,76
2013-06,JURONG WEST,EXECUTIVE,671B,JURONG WEST ST 65,07 TO 09,125.0,Apartment,2002,570000.0,78
2013-06,JURONG WEST,EXECUTIVE,671B,JURONG WEST ST 65,13 TO 15,126.0,Apartment,2002,600000.0,78
2013-06,JURONG WEST,EXECUTIVE,842,JURONG WEST ST 81,13 TO 15,147.0,Apartment,1993,602000.0,69
2013-06,JURONG WEST,EXECUTIVE,860,JURONG WEST ST 81,10 TO 12,143.0,Apartment,1996,603000.0,72
2013-06,JURONG WEST,EXECUTIVE,630,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,628000.0,77
2013-06,JURONG WEST,EXECUTIVE,683A,JURONG WEST CTRL 1,04 TO 06,132.0,Premium Apartment,2000,668000.0,76
2013-06,JURONG WEST,EXECUTIVE,683B,JURONG WEST CTRL 1,13 TO 15,132.0,Premium Apartment,2000,696800.0,76
2013-06,JURONG WEST,EXECUTIVE,685B,JURONG WEST ST 64,16 TO 18,133.0,Premium Apartment,2000,710000.0,76
2013-06,JURONG WEST,EXECUTIVE,440,JURONG WEST AVE 1,04 TO 06,148.0,Adjoined flat,1985,748000.0,61
2013-06,PASIR RIS,EXECUTIVE,240,PASIR RIS ST 21,01 TO 03,147.0,Apartment,1993,588500.0,69
2013-06,PASIR RIS,EXECUTIVE,205,PASIR RIS ST 21,10 TO 12,147.0,Apartment,1993,615000.0,69
2013-06,PASIR RIS,EXECUTIVE,454,PASIR RIS DR 6,04 TO 06,146.0,Maisonette,1989,655000.0,65
2013-06,PASIR RIS,EXECUTIVE,646,PASIR RIS DR 10,10 TO 12,150.0,Apartment,1995,670000.0,71
2013-06,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,13 TO 15,146.0,Apartment,1996,685000.0,72
2013-06,PASIR RIS,EXECUTIVE,607,ELIAS RD,01 TO 03,154.0,Apartment,1995,710000.0,71
2013-06,PASIR RIS,EXECUTIVE,581,PASIR RIS ST 53,07 TO 09,148.0,Apartment,1995,760000.0,71
2013-06,SEMBAWANG,EXECUTIVE,467A,ADMIRALTY DR,07 TO 09,137.0,Premium Apartment,2001,520000.0,77
2013-06,SEMBAWANG,EXECUTIVE,339B,SEMBAWANG CL,04 TO 06,131.0,Premium Apartment,2001,565888.0,77
2013-06,SEMBAWANG,EXECUTIVE,359A,ADMIRALTY DR,10 TO 12,131.0,Premium Apartment,2001,570000.0,77
2013-06,SEMBAWANG,EXECUTIVE,360B,ADMIRALTY DR,16 TO 18,130.0,Premium Apartment,2001,586000.0,77
2013-06,SEMBAWANG,EXECUTIVE,333,SEMBAWANG CL,16 TO 18,136.0,Apartment,1999,600000.0,75
2013-06,SENGKANG,EXECUTIVE,312B,ANCHORVALE LANE,01 TO 03,130.0,Premium Apartment,2002,585000.0,78
2013-06,SENGKANG,EXECUTIVE,302C,ANCHORVALE LINK,01 TO 03,130.0,Apartment,2001,598000.0,77
2013-06,SENGKANG,EXECUTIVE,302C,ANCHORVALE LINK,01 TO 03,130.0,Apartment,2001,615000.0,77
2013-06,SENGKANG,EXECUTIVE,315A,ANCHORVALE RD,04 TO 06,125.0,Premium Apartment,2003,625000.0,79
2013-06,SENGKANG,EXECUTIVE,137,RIVERVALE ST,04 TO 06,141.0,Apartment,1998,625000.0,74
2013-06,SENGKANG,EXECUTIVE,262C,COMPASSVALE ST,04 TO 06,130.0,Apartment,2001,648000.0,77
2013-06,SENGKANG,EXECUTIVE,203D,COMPASSVALE RD,10 TO 12,130.0,Apartment,2001,665000.0,77
2013-06,SERANGOON,EXECUTIVE,526,SERANGOON NTH AVE 4,13 TO 15,147.0,Maisonette,1992,758888.0,68
2013-06,SERANGOON,EXECUTIVE,322,SERANGOON AVE 3,01 TO 03,146.0,Maisonette,1986,760000.0,62
2013-06,TAMPINES,EXECUTIVE,739,TAMPINES ST 72,01 TO 03,141.0,Apartment,1997,630000.0,73
2013-06,TAMPINES,EXECUTIVE,940,TAMPINES AVE 5,01 TO 03,146.0,Maisonette,1989,665000.0,65
2013-06,TAMPINES,EXECUTIVE,892A,TAMPINES AVE 8,04 TO 06,137.0,Apartment,1997,668000.0,73
2013-06,TAMPINES,EXECUTIVE,867A,TAMPINES ST 83,04 TO 06,146.0,Maisonette,1989,668000.0,65
2013-06,TAMPINES,EXECUTIVE,739,TAMPINES ST 72,10 TO 12,141.0,Apartment,1997,675000.0,73
2013-06,TAMPINES,EXECUTIVE,332,TAMPINES ST 32,01 TO 03,150.0,Apartment,1996,685000.0,72
2013-06,TAMPINES,EXECUTIVE,495E,TAMPINES ST 43,10 TO 12,148.0,Apartment,1994,703000.0,70
2013-06,TAMPINES,EXECUTIVE,336,TAMPINES ST 32,10 TO 12,149.0,Apartment,1996,708000.0,72
2013-06,TAMPINES,EXECUTIVE,147,TAMPINES AVE 5,04 TO 06,150.0,Maisonette,1985,720000.0,61
2013-06,TAMPINES,EXECUTIVE,892,TAMPINES AVE 8,10 TO 12,144.0,Maisonette,1997,725000.0,73
2013-06,TAMPINES,EXECUTIVE,483,TAMPINES ST 43,01 TO 03,165.0,Apartment,1993,818000.0,69
2013-06,TAMPINES,EXECUTIVE,148,TAMPINES AVE 5,04 TO 06,150.0,Maisonette,1985,825000.0,61
2013-06,WOODLANDS,EXECUTIVE,520,WOODLANDS DR 14,07 TO 09,141.0,Premium Apartment,2000,578000.0,76
2013-06,WOODLANDS,EXECUTIVE,788E,WOODLANDS CRES,04 TO 06,141.0,Maisonette,1999,600000.0,75
2013-06,WOODLANDS,EXECUTIVE,650,WOODLANDS RING RD,01 TO 03,144.0,Maisonette,1998,610000.0,74
2013-06,WOODLANDS,EXECUTIVE,827,WOODLANDS ST 81,10 TO 12,145.0,Maisonette,1996,630000.0,72
2013-06,WOODLANDS,EXECUTIVE,656,WOODLANDS RING RD,04 TO 06,144.0,Maisonette,1998,638000.0,74
2013-06,WOODLANDS,EXECUTIVE,654,WOODLANDS RING RD,10 TO 12,141.0,Apartment,1998,650000.0,74
2013-06,WOODLANDS,EXECUTIVE,834,WOODLANDS ST 83,07 TO 09,147.0,Apartment,1994,658000.0,70
2013-06,WOODLANDS,EXECUTIVE,134,MARSILING RD,04 TO 06,177.0,Apartment,1995,670000.0,71
2013-06,WOODLANDS,EXECUTIVE,412,WOODLANDS ST 41,01 TO 03,177.0,Apartment,1995,680000.0,71
2013-06,WOODLANDS,EXECUTIVE,419,WOODLANDS ST 41,04 TO 06,177.0,Apartment,1995,710000.0,71
2013-06,WOODLANDS,EXECUTIVE,420,WOODLANDS ST 41,04 TO 06,177.0,Apartment,1995,710000.0,71
2013-06,WOODLANDS,EXECUTIVE,331,WOODLANDS AVE 1,07 TO 09,192.0,Apartment,1994,790000.0,70
2013-06,WOODLANDS,EXECUTIVE,808,WOODLANDS ST 81,04 TO 06,189.0,Apartment,1994,830000.0,70
2013-06,YISHUN,EXECUTIVE,277,YISHUN ST 22,04 TO 06,146.0,Maisonette,1985,545000.0,61
2013-06,YISHUN,EXECUTIVE,387,YISHUN RING RD,04 TO 06,142.0,Apartment,1988,562000.0,64
2013-06,YISHUN,EXECUTIVE,328,YISHUN RING RD,07 TO 09,142.0,Apartment,1988,592800.0,64
2013-06,YISHUN,EXECUTIVE,351,YISHUN AVE 11,04 TO 06,146.0,Maisonette,1988,600000.0,64
2013-06,YISHUN,EXECUTIVE,606,YISHUN ST 61,04 TO 06,146.0,Maisonette,1987,680000.0,63
2013-07,ANG MO KIO,EXECUTIVE,616,ANG MO KIO AVE 4,01 TO 03,148.0,Maisonette,1996,785000.0,72
2013-07,BEDOK,EXECUTIVE,145,BEDOK RESERVOIR RD,10 TO 12,143.0,Maisonette,1987,655000.0,63
2013-07,BEDOK,EXECUTIVE,641,BEDOK RESERVOIR RD,10 TO 12,144.0,Apartment,1993,701000.0,69
2013-07,BEDOK,EXECUTIVE,116,BEDOK NTH RD,01 TO 03,176.0,Adjoined flat,1978,830000.0,54
2013-07,BEDOK,EXECUTIVE,104,LENGKONG TIGA,04 TO 06,150.0,Maisonette,1989,863000.0,65
2013-07,BISHAN,EXECUTIVE,261,BISHAN ST 22,04 TO 06,146.0,Maisonette,1992,730000.0,68
2013-07,BISHAN,EXECUTIVE,187,BISHAN ST 13,07 TO 09,146.0,Maisonette,1987,878000.0,63
2013-07,BISHAN,EXECUTIVE,441,SIN MING AVE,10 TO 12,187.0,Maisonette,1990,878878.0,66
2013-07,BISHAN,EXECUTIVE,187,BISHAN ST 13,07 TO 09,146.0,Maisonette,1987,888000.0,63
2013-07,BUKIT BATOK,EXECUTIVE,535,BT BATOK ST 52,01 TO 03,146.0,Maisonette,1987,635000.0,63
2013-07,BUKIT BATOK,EXECUTIVE,366,BT BATOK ST 31,10 TO 12,146.0,Maisonette,1986,675000.0,62
2013-07,BUKIT BATOK,EXECUTIVE,289B,BT BATOK ST 25,13 TO 15,144.0,Apartment,1997,838000.0,73
2013-07,BUKIT PANJANG,EXECUTIVE,470,SEGAR RD,01 TO 03,132.0,Premium Apartment,2002,515000.0,78
2013-07,BUKIT PANJANG,EXECUTIVE,543,JELAPANG RD,01 TO 03,140.0,Apartment,1999,610000.0,75
2013-07,BUKIT PANJANG,EXECUTIVE,130,CASHEW RD,04 TO 06,145.0,Apartment,1988,620000.0,64
2013-07,BUKIT PANJANG,EXECUTIVE,503,JELAPANG RD,16 TO 18,144.0,Maisonette,1998,718000.0,74
2013-07,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,04 TO 06,146.0,Maisonette,1989,950000.0,65
2013-07,BUKIT TIMAH,EXECUTIVE,7,TOH YI DR,04 TO 06,146.0,Maisonette,1989,960000.0,65
2013-07,CHOA CHU KANG,EXECUTIVE,529,CHOA CHU KANG ST 51,01 TO 03,143.0,Apartment,1995,538000.0,71
2013-07,CHOA CHU KANG,EXECUTIVE,525,CHOA CHU KANG ST 51,04 TO 06,142.0,Apartment,1995,575000.0,71
2013-07,CHOA CHU KANG,EXECUTIVE,108,TECK WHYE LANE,07 TO 09,146.0,Maisonette,1989,606000.0,65
2013-07,CHOA CHU KANG,EXECUTIVE,437,CHOA CHU KANG AVE 4,04 TO 06,148.0,Apartment,1993,615000.0,69
2013-07,CHOA CHU KANG,EXECUTIVE,602,CHOA CHU KANG ST 62,04 TO 06,145.0,Apartment,1996,645000.0,72
2013-07,HOUGANG,EXECUTIVE,961,HOUGANG AVE 9,10 TO 12,137.0,Apartment,1999,630000.0,75
2013-07,HOUGANG,EXECUTIVE,974,HOUGANG ST 91,13 TO 15,137.0,Apartment,1999,638000.0,75
2013-07,HOUGANG,EXECUTIVE,128,LOR AH SOO,04 TO 06,151.0,Maisonette,1984,685000.0,60
2013-07,HOUGANG,EXECUTIVE,533,HOUGANG AVE 6,01 TO 03,145.0,Maisonette,1988,700000.0,64
2013-07,HOUGANG,EXECUTIVE,446,HOUGANG AVE 8,04 TO 06,146.0,Maisonette,1991,702000.0,67
2013-07,HOUGANG,EXECUTIVE,539,HOUGANG ST 52,10 TO 12,150.0,Maisonette,1992,705000.0,68
2013-07,HOUGANG,EXECUTIVE,455,HOUGANG AVE 10,10 TO 12,146.0,Maisonette,1992,718000.0,68
2013-07,HOUGANG,EXECUTIVE,157,HOUGANG ST 11,01 TO 03,158.0,Maisonette,1984,725000.0,60
2013-07,HOUGANG,EXECUTIVE,374,HOUGANG ST 31,04 TO 06,144.0,Apartment,2000,735000.0,76
2013-07,HOUGANG,EXECUTIVE,446,HOUGANG AVE 8,07 TO 09,146.0,Maisonette,1991,754300.0,67
2013-07,HOUGANG,EXECUTIVE,237,HOUGANG ST 21,13 TO 15,150.0,Maisonette,1984,800000.0,60
2013-07,HOUGANG,EXECUTIVE,237,HOUGANG ST 21,01 TO 03,142.0,Apartment,1984,810000.0,60
2013-07,JURONG EAST,EXECUTIVE,216,JURONG EAST ST 21,04 TO 06,148.0,Maisonette,1985,695000.0,61
2013-07,JURONG EAST,EXECUTIVE,287C,JURONG EAST ST 21,04 TO 06,144.0,Apartment,1998,744000.0,74
2013-07,JURONG EAST,EXECUTIVE,288C,JURONG EAST ST 21,07 TO 09,142.0,Maisonette,2000,770000.0,76
2013-07,JURONG EAST,EXECUTIVE,286C,TOH GUAN RD,13 TO 15,144.0,Apartment,1998,815000.0,74
2013-07,JURONG EAST,EXECUTIVE,285A,TOH GUAN RD,19 TO 21,140.0,Apartment,1998,840000.0,74
2013-07,JURONG WEST,EXECUTIVE,906,JURONG WEST ST 91,04 TO 06,145.0,Maisonette,1989,500000.0,65
2013-07,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,01 TO 03,126.0,Apartment,2002,505000.0,78
2013-07,JURONG WEST,EXECUTIVE,726,JURONG WEST AVE 5,04 TO 06,146.0,Maisonette,1992,560000.0,68
2013-07,JURONG WEST,EXECUTIVE,831,JURONG WEST ST 81,10 TO 12,146.0,Apartment,1993,565000.0,69
2013-07,JURONG WEST,EXECUTIVE,558,JURONG WEST ST 42,07 TO 09,150.0,Maisonette,1985,570000.0,61
2013-07,JURONG WEST,EXECUTIVE,671A,JURONG WEST ST 65,07 TO 09,125.0,Apartment,2002,572000.0,78
2013-07,JURONG WEST,EXECUTIVE,627,JURONG WEST ST 65,01 TO 03,130.0,Apartment,2001,592000.0,77
2013-07,JURONG WEST,EXECUTIVE,626,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,600000.0,77
2013-07,JURONG WEST,EXECUTIVE,626,JURONG WEST ST 65,13 TO 15,130.0,Apartment,2001,600000.0,77
2013-07,JURONG WEST,EXECUTIVE,671B,JURONG WEST ST 65,13 TO 15,126.0,Apartment,2002,605000.0,78
2013-07,JURONG WEST,EXECUTIVE,548,JURONG WEST ST 42,07 TO 09,150.0,Maisonette,1985,608000.0,61
2013-07,JURONG WEST,EXECUTIVE,161,YUNG PING RD,19 TO 21,147.0,Apartment,1997,610000.0,73
2013-07,JURONG WEST,EXECUTIVE,627,JURONG WEST ST 65,07 TO 09,130.0,Apartment,2001,622000.0,77
2013-07,JURONG WEST,EXECUTIVE,683B,JURONG WEST CTRL 1,01 TO 03,132.0,Premium Apartment,2000,625000.0,76
2013-07,JURONG WEST,EXECUTIVE,630,JURONG WEST ST 65,13 TO 15,130.0,Apartment,2001,635000.0,77
2013-07,PASIR RIS,EXECUTIVE,714,PASIR RIS ST 72,01 TO 03,147.0,Apartment,1996,580000.0,72
2013-07,PASIR RIS,EXECUTIVE,271,PASIR RIS ST 21,01 TO 03,145.0,Apartment,1994,580000.0,70
2013-07,PASIR RIS,EXECUTIVE,270,PASIR RIS ST 21,01 TO 03,144.0,Apartment,1994,584000.0,70
2013-07,PASIR RIS,EXECUTIVE,236,PASIR RIS ST 21,04 TO 06,147.0,Apartment,1993,590000.0,69
2013-07,PASIR RIS,EXECUTIVE,457,PASIR RIS DR 4,01 TO 03,146.0,Apartment,1992,615000.0,68
2013-07,PASIR RIS,EXECUTIVE,647,PASIR RIS DR 10,07 TO 09,145.0,Apartment,1995,625000.0,71
2013-07,PASIR RIS,EXECUTIVE,642,PASIR RIS DR 10,10 TO 12,150.0,Apartment,1995,660000.0,71
2013-07,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,04 TO 06,148.0,Apartment,1996,660000.0,72
2013-07,PASIR RIS,EXECUTIVE,605,ELIAS RD,04 TO 06,149.0,Apartment,1995,685000.0,71
2013-07,PASIR RIS,EXECUTIVE,508,PASIR RIS ST 52,04 TO 06,145.0,Apartment,1993,715000.0,69
2013-07,PUNGGOL,EXECUTIVE,117,EDGEFIELD PLAINS,10 TO 12,130.0,Premium Apartment,2003,622000.0,79
2013-07,PUNGGOL,EXECUTIVE,186,PUNGGOL CTRL,07 TO 09,128.0,Premium Apartment,2004,635000.0,80
2013-07,SEMBAWANG,EXECUTIVE,506A,WELLINGTON CIRCLE,04 TO 06,130.0,Apartment,2001,568000.0,77
2013-07,SEMBAWANG,EXECUTIVE,503A,CANBERRA LINK,04 TO 06,130.0,Apartment,2001,571000.0,77
2013-07,SEMBAWANG,EXECUTIVE,354D,ADMIRALTY DR,07 TO 09,125.0,Apartment,2002,580000.0,78
2013-07,SEMBAWANG,EXECUTIVE,341,SEMBAWANG CL,07 TO 09,131.0,Premium Apartment,2001,580000.0,77
2013-07,SEMBAWANG,EXECUTIVE,351D,CANBERRA RD,13 TO 15,131.0,Apartment,2001,590000.0,77
2013-07,SENGKANG,EXECUTIVE,310A,ANCHORVALE RD,04 TO 06,126.0,Premium Apartment,2003,590000.0,79
2013-07,SENGKANG,EXECUTIVE,291C,COMPASSVALE ST,01 TO 03,125.0,Apartment,2001,590000.0,77
2013-07,SENGKANG,EXECUTIVE,262C,COMPASSVALE ST,01 TO 03,130.0,Apartment,2001,600000.0,77
2013-07,SENGKANG,EXECUTIVE,136,RIVERVALE ST,07 TO 09,140.0,Apartment,1998,603000.0,74
2013-07,SENGKANG,EXECUTIVE,117B,RIVERVALE DR,13 TO 15,130.0,Apartment,2000,610000.0,76
2013-07,SENGKANG,EXECUTIVE,139,RIVERVALE ST,07 TO 09,141.0,Apartment,1999,613000.0,75
2013-07,SENGKANG,EXECUTIVE,143,RIVERVALE DR,04 TO 06,140.0,Apartment,1999,613000.0,75
2013-07,SENGKANG,EXECUTIVE,298C,COMPASSVALE ST,07 TO 09,134.0,Premium Apartment,2001,620000.0,77
2013-07,SENGKANG,EXECUTIVE,202A,COMPASSVALE DR,01 TO 03,130.0,Apartment,2001,627000.0,77
2013-07,SENGKANG,EXECUTIVE,299B,COMPASSVALE ST,04 TO 06,134.0,Premium Apartment,2001,630000.0,77
2013-07,SENGKANG,EXECUTIVE,314D,ANCHORVALE LINK,04 TO 06,125.0,Premium Apartment,2003,635000.0,79
2013-07,SENGKANG,EXECUTIVE,317D,ANCHORVALE RD,01 TO 03,125.0,Premium Apartment,2003,636000.0,79
2013-07,SENGKANG,EXECUTIVE,138,RIVERVALE ST,16 TO 18,141.0,Apartment,1999,640000.0,75
2013-07,SENGKANG,EXECUTIVE,143,RIVERVALE DR,07 TO 09,140.0,Apartment,1999,655000.0,75
2013-07,SENGKANG,EXECUTIVE,320C,ANCHORVALE DR,04 TO 06,125.0,Apartment,2002,670000.0,78
2013-07,SERANGOON,EXECUTIVE,148,SERANGOON NTH AVE 1,01 TO 03,146.0,Maisonette,1987,575000.0,63
2013-07,SERANGOON,EXECUTIVE,516,SERANGOON NTH AVE 4,07 TO 09,146.0,Apartment,1992,688888.0,68
2013-07,SERANGOON,EXECUTIVE,525,SERANGOON NTH AVE 4,10 TO 12,147.0,Maisonette,1992,705000.0,68
2013-07,SERANGOON,EXECUTIVE,506B,SERANGOON NTH AVE 4,10 TO 12,147.0,Apartment,1992,707000.0,68
