month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_years
2013-01,BEDOK,EXECUTIVE,634,BEDOK RESERVOIR RD,10 TO 12,144.0,Apartment,1993,755000.0,69
2013-01,BISHAN,EXECUTIVE,160,BISHAN ST 13,01 TO 03,144.0,Maisonette,1987,748000.0,63
2013-01,BISHAN,EXECUTIVE,401,SIN MING AVE,01 TO 03,155.0,Maisonette,1985,800000.0,61
2013-01,BISHAN,EXECUTIVE,186,BISHAN ST 13,01 TO 03,146.0,Maisonette,1987,820000.0,63
2013-01,BISHAN,EXECUTIVE,244,BISHAN ST 22,01 TO 03,149.0,Maisonette,1992,860000.0,68
2013-01,BISHAN,EXECUTIVE,222,BISHAN ST 23,10 TO 12,154.0,Maisonette,1992,950000.0,68
2013-01,BUKIT BATOK,EXECUTIVE,354,BT BATOK ST 31,04 TO 06,148.0,Maisonette,1987,630000.0,63
2013-01,BUKIT BATOK,EXECUTIVE,512,BT BATOK ST 52,01 TO 03,152.0,Maisonette,1987,665000.0,63
2013-01,BUKIT BATOK,EXECUTIVE,354,BT BATOK ST 31,04 TO 06,154.0,Maisonette,1987,675000.0,63
2013-01,BUKIT BATOK,EXECUTIVE,290C,BT BATOK EAST AVE 3,13 TO 15,141.0,Apartment,1997,753000.0,73
2013-01,BUKIT BATOK,EXECUTIVE,289D,BT BATOK ST 25,04 TO 06,165.0,Maisonette,1997,938000.0,73
2013-01,BUKIT PANJANG,EXECUTIVE,470,SEGAR RD,01 TO 03,130.0,Premium Apartment,2002,510000.0,78
2013-01,BUKIT PANJANG,EXECUTIVE,473,SEGAR RD,01 TO 03,128.0,Premium Apartment,2003,533000.0,79
2013-01,BUKIT PANJANG,EXECUTIVE,471,SEGAR RD,07 TO 09,133.0,Premium Apartment,2002,553000.0,78
2013-01,BUKIT PANJANG,EXECUTIVE,525,JELAPANG RD,04 TO 06,144.0,Apartment,1998,570000.0,74
2013-01,BUKIT PANJANG,EXECUTIVE,147,GANGSA RD,04 TO 06,142.0,Apartment,1988,622500.0,64
2013-01,BUKIT PANJANG,EXECUTIVE,184,JELEBU RD,19 TO 21,124.0,Premium Apartment,2003,738000.0,79
2013-01,BUKIT TIMAH,EXECUTIVE,3,TOH YI DR,13 TO 15,150.0,Maisonette,1988,908000.0,64
2013-01,CHOA CHU KANG,EXECUTIVE,101,TECK WHYE LANE,01 TO 03,142.0,Apartment,1989,549000.0,65
2013-01,CHOA CHU KANG,EXECUTIVE,530,CHOA CHU KANG ST 51,04 TO 06,142.0,Apartment,1995,550000.0,71
2013-01,CHOA CHU KANG,EXECUTIVE,272,CHOA CHU KANG AVE 2,04 TO 06,147.0,Apartment,1993,565000.0,69
2013-01,CHOA CHU KANG,EXECUTIVE,681,CHOA CHU KANG CRES,01 TO 03,144.0,Premium Apartment,1999,577000.0,75
2013-01,CHOA CHU KANG,EXECUTIVE,678,CHOA CHU KANG CRES,04 TO 06,144.0,Premium Apartment,1999,600000.0,75
2013-01,CHOA CHU KANG,EXECUTIVE,203,CHOA CHU KANG AVE 1,07 TO 09,142.0,Apartment,1989,610000.0,65
2013-01,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,10 TO 12,149.0,Maisonette,1989,615000.0,65
2013-01,CHOA CHU KANG,EXECUTIVE,453,CHOA CHU KANG AVE 4,01 TO 03,142.0,Premium Apartment,2000,620000.0,76
2013-01,CHOA CHU KANG,EXECUTIVE,453,CHOA CHU KANG AVE 4,07 TO 09,142.0,Premium Apartment,2000,620000.0,76
2013-01,CHOA CHU KANG,EXECUTIVE,204,CHOA CHU KANG AVE 1,07 TO 09,146.0,Maisonette,1989,635000.0,65
2013-01,CHOA CHU KANG,EXECUTIVE,603,CHOA CHU KANG ST 62,07 TO 09,147.0,Apartment,1996,645000.0,72
2013-01,CHOA CHU KANG,EXECUTIVE,561,CHOA CHU KANG NTH 6,10 TO 12,154.0,Maisonette,1996,680000.0,72
2013-01,CLEMENTI,EXECUTIVE,201,CLEMENTI AVE 6,07 TO 09,147.0,Apartment,1985,875000.0,61
2013-01,GEYLANG,EXECUTIVE,846,SIMS AVE,04 TO 06,149.0,Maisonette,1985,800000.0,61
2013-01,HOUGANG,EXECUTIVE,638,HOUGANG AVE 8,01 TO 03,148.0,Maisonette,1987,605000.0,63
2013-01,HOUGANG,EXECUTIVE,972,HOUGANG ST 91,07 TO 09,137.0,Apartment,1999,615500.0,75
2013-01,HOUGANG,EXECUTIVE,668,HOUGANG AVE 8,01 TO 03,147.0,Maisonette,1988,630000.0,64
2013-01,HOUGANG,EXECUTIVE,634,HOUGANG AVE 8,07 TO 09,148.0,Maisonette,1987,630000.0,63
2013-01,HOUGANG,EXECUTIVE,712,HOUGANG AVE 2,10 TO 12,154.0,Maisonette,1986,695000.0,62
2013-01,HOUGANG,EXECUTIVE,508,HOUGANG AVE 10,04 TO 06,146.0,Maisonette,1987,715000.0,63
2013-01,HOUGANG,EXECUTIVE,834,HOUGANG CTRL,04 TO 06,147.0,Maisonette,1992,715000.0,68
2013-01,HOUGANG,EXECUTIVE,833,HOUGANG CTRL,01 TO 03,147.0,Maisonette,1992,715000.0,68
2013-01,HOUGANG,EXECUTIVE,446,HOUGANG AVE 8,10 TO 12,146.0,Maisonette,1991,720000.0,67
2013-01,HOUGANG,EXECUTIVE,374,HOUGANG ST 31,04 TO 06,144.0,Apartment,2000,780000.0,76
2013-01,HOUGANG,EXECUTIVE,834,HOUGANG CTRL,04 TO 06,153.0,Maisonette,1992,815000.0,68
2013-01,HOUGANG,EXECUTIVE,235,HOUGANG ST 21,01 TO 03,146.0,Apartment,1984,818000.0,60
2013-01,JURONG EAST,EXECUTIVE,337,JURONG EAST AVE 1,01 TO 03,147.0,Maisonette,1985,600000.0,61
2013-01,JURONG EAST,EXECUTIVE,287C,JURONG EAST ST 21,04 TO 06,143.0,Apartment,1998,730000.0,74
2013-01,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,01 TO 03,126.0,Apartment,2002,510000.0,78
2013-01,JURONG WEST,EXECUTIVE,910,JURONG WEST ST 91,10 TO 12,142.0,Apartment,1988,515000.0,64
2013-01,JURONG WEST,EXECUTIVE,274B,JURONG WEST ST 25,04 TO 06,126.0,Apartment,2002,532000.0,78
2013-01,JURONG WEST,EXECUTIVE,753,JURONG WEST ST 74,01 TO 03,147.0,Apartment,1995,537000.0,71
2013-01,JURONG WEST,EXECUTIVE,842,JURONG WEST ST 81,04 TO 06,147.0,Apartment,1993,538000.0,69
2013-01,JURONG WEST,EXECUTIVE,862,JURONG WEST ST 81,01 TO 03,146.0,Maisonette,1996,555000.0,72
2013-01,JURONG WEST,EXECUTIVE,671A,JURONG WEST ST 65,16 TO 18,126.0,Apartment,2002,570000.0,78
2013-01,JURONG WEST,EXECUTIVE,628,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,575000.0,77
2013-01,JURONG WEST,EXECUTIVE,726,JURONG WEST AVE 5,04 TO 06,146.0,Maisonette,1992,588888.0,68
2013-01,JURONG WEST,EXECUTIVE,627,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,590000.0,77
2013-01,JURONG WEST,EXECUTIVE,656A,JURONG WEST ST 61,04 TO 06,132.0,Apartment,2002,603000.0,78
2013-01,JURONG WEST,EXECUTIVE,671C,JURONG WEST ST 65,10 TO 12,125.0,Apartment,2002,610000.0,78
2013-01,JURONG WEST,EXECUTIVE,679A,JURONG WEST CTRL 1,16 TO 18,134.0,Premium Apartment,2000,615000.0,76
2013-01,JURONG WEST,EXECUTIVE,669B,JURONG WEST ST 64,16 TO 18,130.0,Apartment,2000,617000.0,76
2013-01,JURONG WEST,EXECUTIVE,656C,JURONG WEST ST 61,13 TO 15,132.0,Apartment,2001,620000.0,77
2013-01,JURONG WEST,EXECUTIVE,601,JURONG WEST ST 62,07 TO 09,134.0,Premium Apartment,2001,630000.0,77
2013-01,JURONG WEST,EXECUTIVE,681A,JURONG WEST CTRL 1,10 TO 12,135.0,Premium Apartment,2000,685000.0,76
2013-01,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,04 TO 06,156.0,Apartment,1993,610000.0,69
2013-01,PASIR RIS,EXECUTIVE,645,PASIR RIS DR 10,04 TO 06,146.0,Apartment,1995,612000.0,71
2013-01,PASIR RIS,EXECUTIVE,714,PASIR RIS ST 72,04 TO 06,148.0,Apartment,1996,622000.0,72
2013-01,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,07 TO 09,149.0,Apartment,1993,625000.0,69
2013-01,PASIR RIS,EXECUTIVE,133,PASIR RIS ST 11,04 TO 06,147.0,Apartment,1994,633000.0,70
2013-01,PASIR RIS,EXECUTIVE,646,PASIR RIS DR 10,07 TO 09,150.0,Apartment,1995,635000.0,71
2013-01,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,10 TO 12,149.0,Apartment,1993,638000.0,69
2013-01,PASIR RIS,EXECUTIVE,129,PASIR RIS ST 11,07 TO 09,146.0,Maisonette,1988,650000.0,64
2013-01,PASIR RIS,EXECUTIVE,509,PASIR RIS ST 52,01 TO 03,146.0,Apartment,1993,663000.0,69
2013-01,PASIR RIS,EXECUTIVE,466,PASIR RIS ST 41,07 TO 09,148.0,Maisonette,1992,684888.0,68
2013-01,PASIR RIS,EXECUTIVE,536,PASIR RIS DR 1,04 TO 06,148.0,Apartment,1992,720000.0,68
2013-01,PASIR RIS,EXECUTIVE,782,PASIR RIS ST 71,16 TO 18,142.0,Apartment,1996,760000.0,72
2013-01,PUNGGOL,EXECUTIVE,114,EDGEFIELD PLAINS,01 TO 03,130.0,Premium Apartment,2003,620000.0,79
2013-01,PUNGGOL,EXECUTIVE,190,PUNGGOL CTRL,13 TO 15,128.0,Premium Apartment,2004,675800.0,80
2013-01,SEMBAWANG,EXECUTIVE,415,SEMBAWANG DR,01 TO 03,130.0,Apartment,2001,520000.0,77
2013-01,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,07 TO 09,130.0,Apartment,2001,553888.0,77
2013-01,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,07 TO 09,130.0,Apartment,2001,560000.0,77
2013-01,SEMBAWANG,EXECUTIVE,339B,SEMBAWANG CL,10 TO 12,131.0,Premium Apartment,2001,575000.0,77
2013-01,SEMBAWANG,EXECUTIVE,359B,ADMIRALTY DR,04 TO 06,131.0,Premium Apartment,2001,576888.0,77
2013-01,SEMBAWANG,EXECUTIVE,359C,ADMIRALTY DR,07 TO 09,131.0,Premium Apartment,2001,580000.0,77
2013-01,SEMBAWANG,EXECUTIVE,304,CANBERRA RD,04 TO 06,141.0,Apartment,1998,580000.0,74
2013-01,SEMBAWANG,EXECUTIVE,359C,ADMIRALTY DR,13 TO 15,131.0,Premium Apartment,2001,585000.0,77
2013-01,SEMBAWANG,EXECUTIVE,468A,ADMIRALTY DR,13 TO 15,137.0,Premium Apartment,2001,585000.0,77
2013-01,SEMBAWANG,EXECUTIVE,356C,ADMIRALTY DR,07 TO 09,131.0,Premium Apartment,2001,588000.0,77
2013-01,SEMBAWANG,EXECUTIVE,506A,WELLINGTON CIRCLE,10 TO 12,130.0,Apartment,2001,590000.0,77
2013-01,SEMBAWANG,EXECUTIVE,357B,ADMIRALTY DR,13 TO 15,131.0,Premium Apartment,2001,595000.0,77
2013-01,SEMBAWANG,EXECUTIVE,504A,MONTREAL DR,07 TO 09,130.0,Apartment,2001,595000.0,77
2013-01,SEMBAWANG,EXECUTIVE,308,CANBERRA RD,07 TO 09,141.0,Apartment,1998,615000.0,74
2013-01,SEMBAWANG,EXECUTIVE,310,CANBERRA RD,10 TO 12,141.0,Maisonette,1998,650000.0,74
2013-01,SENGKANG,EXECUTIVE,189C,RIVERVALE DR,01 TO 03,130.0,Apartment,2000,570000.0,76
2013-01,SENGKANG,EXECUTIVE,122B,SENGKANG EAST WAY,01 TO 03,129.0,Apartment,2000,580000.0,76
2013-01,SENGKANG,EXECUTIVE,189B,RIVERVALE DR,07 TO 09,131.0,Apartment,2000,585000.0,76
2013-01,SENGKANG,EXECUTIVE,122B,SENGKANG EAST WAY,01 TO 03,129.0,Apartment,2000,588000.0,76
2013-01,SENGKANG,EXECUTIVE,291C,COMPASSVALE ST,04 TO 06,125.0,Apartment,2001,595000.0,77
2013-01,SENGKANG,EXECUTIVE,122B,SENGKANG EAST WAY,04 TO 06,131.0,Apartment,2000,608000.0,76
2013-01,SENGKANG,EXECUTIVE,136,RIVERVALE ST,04 TO 06,142.0,Apartment,1998,622000.0,74
2013-01,SENGKANG,EXECUTIVE,298D,COMPASSVALE ST,07 TO 09,134.0,Premium Apartment,2001,623888.0,77
2013-01,SENGKANG,EXECUTIVE,315C,ANCHORVALE RD,10 TO 12,125.0,Premium Apartment,2003,640000.0,79
2013-01,SENGKANG,EXECUTIVE,250C,COMPASSVALE ST,13 TO 15,130.0,Apartment,2000,645000.0,76
2013-01,SENGKANG,EXECUTIVE,203D,COMPASSVALE RD,01 TO 03,130.0,Apartment,2001,650000.0,77
2013-01,SENGKANG,EXECUTIVE,291C,COMPASSVALE ST,10 TO 12,125.0,Apartment,2001,650000.0,77
2013-01,SENGKANG,EXECUTIVE,302C,ANCHORVALE LINK,07 TO 09,130.0,Apartment,2001,660000.0,77
2013-01,SENGKANG,EXECUTIVE,307B,ANCHORVALE RD,16 TO 18,125.0,Apartment,2001,662000.0,77
2013-01,SENGKANG,EXECUTIVE,202A,COMPASSVALE DR,07 TO 09,130.0,Apartment,2001,675000.0,77
2013-01,SENGKANG,EXECUTIVE,312B,ANCHORVALE LANE,13 TO 15,130.0,Premium Apartment,2002,676888.0,78
2013-01,SENGKANG,EXECUTIVE,204D,COMPASSVALE DR,13 TO 15,130.0,Apartment,2001,700000.0,77
2013-01,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,01 TO 03,150.0,Maisonette,1985,607000.0,61
2013-01,SERANGOON,EXECUTIVE,520,SERANGOON NTH AVE 4,04 TO 06,147.0,Maisonette,1992,688000.0,68
2013-01,TAMPINES,EXECUTIVE,430,TAMPINES ST 41,01 TO 03,148.0,Maisonette,1986,605000.0,62
2013-01,TAMPINES,EXECUTIVE,426,TAMPINES ST 41,04 TO 06,148.0,Maisonette,1986,645000.0,62
2013-01,TAMPINES,EXECUTIVE,308,TAMPINES ST 32,07 TO 09,143.0,Apartment,1993,663000.0,69
2013-01,TAMPINES,EXECUTIVE,107,TAMPINES ST 11,01 TO 03,156.0,Adjoined flat,1984,670000.0,60
2013-01,TAMPINES,EXECUTIVE,892,TAMPINES AVE 8,04 TO 06,140.0,Apartment,1997,680000.0,73
2013-01,TAMPINES,EXECUTIVE,426,TAMPINES ST 41,07 TO 09,143.0,Apartment,1986,692000.0,62
2013-01,TAMPINES,EXECUTIVE,894,TAMPINES ST 81,07 TO 09,142.0,Apartment,1989,693000.0,65
2013-01,TAMPINES,EXECUTIVE,331,TAMPINES ST 32,01 TO 03,149.0,Apartment,1996,695000.0,72
2013-01,TAMPINES,EXECUTIVE,739,TAMPINES ST 72,07 TO 09,140.0,Apartment,1997,705000.0,73
2013-01,TAMPINES,EXECUTIVE,893A,TAMPINES AVE 8,04 TO 06,137.0,Apartment,1997,720000.0,73
2013-01,TAMPINES,EXECUTIVE,892A,TAMPINES AVE 8,13 TO 15,141.0,Apartment,1997,758000.0,73
2013-01,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,04 TO 06,148.0,Maisonette,1984,760000.0,60
2013-01,TOA PAYOH,EXECUTIVE,254,KIM KEAT AVE,04 TO 06,146.0,Maisonette,1989,760000.0,65
2013-01,TOA PAYOH,EXECUTIVE,131,POTONG PASIR AVE 1,01 TO 03,161.0,Maisonette,1984,830000.0,60
2013-01,WOODLANDS,EXECUTIVE,520,WOODLANDS DR 14,01 TO 03,141.0,Premium Apartment,2000,534000.0,76
2013-01,WOODLANDS,EXECUTIVE,520,WOODLANDS DR 14,01 TO 03,141.0,Premium Apartment,2000,538000.0,76
2013-01,WOODLANDS,EXECUTIVE,670,WOODLANDS DR 71,01 TO 03,130.0,Apartment,2000,555000.0,76
2013-01,WOODLANDS,EXECUTIVE,670,WOODLANDS DR 71,10 TO 12,130.0,Apartment,2000,560000.0,76
2013-01,WOODLANDS,EXECUTIVE,581,WOODLANDS DR 16,10 TO 12,131.0,Apartment,2001,568000.0,77
2013-01,WOODLANDS,EXECUTIVE,797,WOODLANDS DR 72,04 TO 06,141.0,Maisonette,1997,590000.0,73
2013-01,WOODLANDS,EXECUTIVE,827,WOODLANDS ST 81,01 TO 03,145.0,Maisonette,1996,590000.0,72
2013-01,WOODLANDS,EXECUTIVE,636,WOODLANDS RING RD,01 TO 03,141.0,Apartment,1999,595000.0,75
2013-01,WOODLANDS,EXECUTIVE,804,WOODLANDS ST 81,01 TO 03,146.0,Maisonette,1988,600000.0,64
2013-01,WOODLANDS,EXECUTIVE,138,MARSILING RD,10 TO 12,158.0,Apartment,1995,605000.0,71
2013-01,WOODLANDS,EXECUTIVE,511,WOODLANDS DR 14,10 TO 12,147.0,Premium Apartment,1999,605000.0,75
2013-01,WOODLANDS,EXECUTIVE,530,WOODLANDS DR 14,10 TO 12,144.0,Premium Apartment,1999,605000.0,75
2013-01,WOODLANDS,EXECUTIVE,346,WOODLANDS ST 32,01 TO 03,146.0,Maisonette,1986,605000.0,62
2013-01,WOODLANDS,EXECUTIVE,652,WOODLANDS RING RD,04 TO 06,144.0,Maisonette,1998,618000.0,74
2013-01,WOODLANDS,EXECUTIVE,788B,WOODLANDS CRES,07 TO 09,143.0,Maisonette,1999,623000.0,75
2013-01,WOODLANDS,EXECUTIVE,362,WOODLANDS AVE 5,10 TO 12,141.0,Apartment,1996,630000.0,72
2013-01,WOODLANDS,EXECUTIVE,652,WOODLANDS RING RD,10 TO 12,144.0,Maisonette,1998,638000.0,74
2013-01,WOODLANDS,EXECUTIVE,803,WOODLANDS ST 81,10 TO 12,147.0,Apartment,1994,640000.0,70
2013-01,WOODLANDS,EXECUTIVE,362,WOODLANDS AVE 5,07 TO 09,150.0,Maisonette,1996,645000.0,72
2013-01,WOODLANDS,EXECUTIVE,328,WOODLANDS ST 32,04 TO 06,163.0,Apartment,1994,660000.0,70
2013-01,WOODLANDS,EXECUTIVE,818,WOODLANDS ST 82,04 TO 06,161.0,Apartment,1994,680000.0,70
2013-01,YISHUN,EXECUTIVE,364,YISHUN RING RD,01 TO 03,146.0,Maisonette,1988,563000.0,64
2013-01,YISHUN,EXECUTIVE,352,YISHUN RING RD,07 TO 09,146.0,Maisonette,1988,610000.0,64
2013-01,YISHUN,EXECUTIVE,387,YISHUN RING RD,10 TO 12,145.0,Apartment,1988,612000.0,64
2013-01,YISHUN,EXECUTIVE,325,YISHUN CTRL,10 TO 12,146.0,Maisonette,1988,613000.0,64
2013-01,YISHUN,EXECUTIVE,723,YISHUN ST 71,10 TO 12,142.0,Apartment,1986,640000.0,62
2013-02,ANG MO KIO,EXECUTIVE,615,ANG MO KIO AVE 4,07 TO 09,152.0,Apartment,1996,813000.0,72
2013-02,BEDOK,EXECUTIVE,641,BEDOK RESERVOIR RD,01 TO 03,144.0,Apartment,1993,670000.0,69
2013-02,BEDOK,EXECUTIVE,162,BEDOK STH RD,01 TO 03,146.0,Maisonette,1985,690000.0,61
2013-02,BEDOK,EXECUTIVE,629,BEDOK RESERVOIR RD,01 TO 03,165.0,Apartment,1993,760000.0,69
2013-02,BEDOK,EXECUTIVE,10C,BEDOK STH AVE 2,01 TO 03,142.0,Apartment,1995,773000.0,71
2013-02,BEDOK,EXECUTIVE,716,BEDOK RESERVOIR RD,16 TO 18,143.0,Apartment,1984,820000.0,60
2013-02,BISHAN,EXECUTIVE,201,BISHAN ST 23,01 TO 03,151.0,Maisonette,1992,828000.0,68
2013-02,BISHAN,EXECUTIVE,201,BISHAN ST 23,07 TO 09,150.0,Maisonette,1992,835000.0,68
2013-02,BISHAN,EXECUTIVE,443,SIN MING AVE,07 TO 09,187.0,Maisonette,1990,855000.0,66
2013-02,BUKIT BATOK,EXECUTIVE,535,BT BATOK ST 52,04 TO 06,152.0,Maisonette,1987,641000.0,63
2013-02,BUKIT BATOK,EXECUTIVE,288B,BT BATOK ST 25,07 TO 09,144.0,Apartment,1998,786000.0,74
2013-02,BUKIT PANJANG,EXECUTIVE,531,JELAPANG RD,04 TO 06,145.0,Apartment,1999,600000.0,75
2013-02,BUKIT PANJANG,EXECUTIVE,107,GANGSA RD,10 TO 12,144.0,Apartment,1987,635000.0,63
2013-02,BUKIT PANJANG,EXECUTIVE,530,JELAPANG RD,16 TO 18,140.0,Apartment,1999,700000.0,75
2013-02,CHOA CHU KANG,EXECUTIVE,448,CHOA CHU KANG AVE 4,01 TO 03,139.0,Maisonette,1997,618000.0,73
2013-02,CLEMENTI,EXECUTIVE,112,CLEMENTI ST 13,01 TO 03,157.0,Maisonette,1984,880000.0,60
2013-02,GEYLANG,EXECUTIVE,326,UBI AVE 1,10 TO 12,146.0,Maisonette,1986,685000.0,62
2013-02,GEYLANG,EXECUTIVE,53,PIPIT RD,13 TO 15,146.0,Maisonette,1986,740000.0,62
2013-02,HOUGANG,EXECUTIVE,358,HOUGANG AVE 5,07 TO 09,146.0,Apartment,1992,775000.0,68
2013-02,JURONG WEST,EXECUTIVE,115,HO CHING RD,04 TO 06,140.0,Apartment,1999,540000.0,75
2013-02,JURONG WEST,EXECUTIVE,629,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,595000.0,77
2013-02,JURONG WEST,EXECUTIVE,627,JURONG WEST ST 65,04 TO 06,130.0,Apartment,2001,632000.0,77
2013-02,PASIR RIS,EXECUTIVE,460,PASIR RIS DR 4,04 TO 06,142.0,Apartment,1992,609000.0,68
2013-02,PASIR RIS,EXECUTIVE,223,PASIR RIS ST 21,07 TO 09,149.0,Apartment,1993,630000.0,69
2013-02,PASIR RIS,EXECUTIVE,642,PASIR RIS DR 10,10 TO 12,149.0,Apartment,1995,655000.0,71
2013-02,PASIR RIS,EXECUTIVE,778,PASIR RIS ST 71,01 TO 03,143.0,Apartment,1996,693000.0,72
2013-02,SEMBAWANG,EXECUTIVE,305,CANBERRA RD,01 TO 03,141.0,Apartment,1998,550000.0,74
2013-02,SEMBAWANG,EXECUTIVE,310,CANBERRA RD,01 TO 03,142.0,Maisonette,1998,600000.0,74
2013-02,SEMBAWANG,EXECUTIVE,507D,WELLINGTON CIRCLE,10 TO 12,130.0,Apartment,2001,600000.0,77
2013-02,SEMBAWANG,EXECUTIVE,339B,SEMBAWANG CL,16 TO 18,131.0,Premium Apartment,2001,602000.0,77
2013-02,SEMBAWANG,EXECUTIVE,310,CANBERRA RD,10 TO 12,143.0,Maisonette,1998,615000.0,74
2013-02,SENGKANG,EXECUTIVE,312A,ANCHORVALE LANE,10 TO 12,130.0,Premium Apartment,2002,605000.0,78
2013-02,SENGKANG,EXECUTIVE,203D,COMPASSVALE RD,01 TO 03,130.0,Apartment,2001,607000.0,77
2013-02,SENGKANG,EXECUTIVE,306B,ANCHORVALE LINK,07 TO 09,128.0,Apartment,2001,620888.0,77
2013-02,SENGKANG,EXECUTIVE,202A,COMPASSVALE DR,01 TO 03,130.0,Apartment,2001,630000.0,77
2013-02,SENGKANG,EXECUTIVE,136,RIVERVALE ST,13 TO 15,140.0,Apartment,1998,635000.0,74
2013-02,SENGKANG,EXECUTIVE,202B,SENGKANG EAST RD,04 TO 06,130.0,Apartment,2001,666000.0,77
2013-02,SERANGOON,EXECUTIVE,142,SERANGOON NTH AVE 1,01 TO 03,151.0,Maisonette,1986,575000.0,62
2013-02,SERANGOON,EXECUTIVE,125,SERANGOON NTH AVE 1,10 TO 12,150.0,Maisonette,1986,700000.0,62
2013-02,SERANGOON,EXECUTIVE,506B,SERANGOON NTH AVE 4,07 TO 09,146.0,Apartment,1992,700000.0,68
2013-02,SERANGOON,EXECUTIVE,123,SERANGOON NTH AVE 1,10 TO 12,150.0,Maisonette,1985,708000.0,61
2013-02,TAMPINES,EXECUTIVE,495D,TAMPINES ST 43,01 TO 03,148.0,Apartment,1994,620000.0,70
2013-02,TAMPINES,EXECUTIVE,336,TAMPINES ST 32,07 TO 09,150.0,Apartment,1996,690000.0,72
2013-02,TAMPINES,EXECUTIVE,943,TAMPINES AVE 5,01 TO 03,146.0,Maisonette,1988,700000.0,64
2013-02,TAMPINES,EXECUTIVE,856B,TAMPINES ST 82,04 TO 06,146.0,Apartment,1995,738000.0,71
2013-02,TOA PAYOH,EXECUTIVE,130,POTONG PASIR AVE 1,01 TO 03,161.0,Maisonette,1984,800000.0,60
2013-02,WOODLANDS,EXECUTIVE,635,WOODLANDS RING RD,01 TO 03,141.0,Maisonette,1999,605000.0,75
2013-02,WOODLANDS,EXECUTIVE,360,WOODLANDS AVE 5,07 TO 09,150.0,Maisonette,1996,621000.0,72
2013-02,WOODLANDS,EXECUTIVE,804,WOODLANDS ST 81,04 TO 06,146.0,Maisonette,1988,630000.0,64
2013-02,WOODLANDS,EXECUTIVE,650,WOODLANDS RING RD,01 TO 03,143.0,Maisonette,1998,637000.0,74
2013-02,WOODLANDS,EXECUTIVE,142,MARSILING RD,04 TO 06,173.0,Apartment,1995,645000.0,71
2013-02,WOODLANDS,EXECUTIVE,323,WOODLANDS ST 32,07 TO 09,163.0,Apartment,1995,683000.0,71
2013-02,WOODLANDS,EXECUTIVE,419,WOODLANDS ST 41,10 TO 12,176.0,Apartment,1995,705000.0,71
2013-02,YISHUN,EXECUTIVE,405,YISHUN AVE 6,04 TO 06,148.0,Maisonette,1988,555000.0,64
2013-02,YISHUN,EXECUTIVE,828,YISHUN ST 81,01 TO 03,142.0,Apartment,1988,653000.0,64
2013-03,BEDOK,EXECUTIVE,639,BEDOK RESERVOIR RD,04 TO 06,146.0,Apartment,1993,685000.0,69
2013-03,BEDOK,EXECUTIVE,664,JLN DAMAI,04 TO 06,143.0,Apartment,1996,707500.0,72
2013-03,BEDOK,EXECUTIVE,540,BEDOK NTH ST 3,07 TO 09,150.0,Adjoined flat,1980,710000.0,56
2013-03,BEDOK,EXECUTIVE,108,LENGKONG TIGA,04 TO 06,146.0,Maisonette,1989,820000.0,65
2013-03,BISHAN,EXECUTIVE,119,BISHAN ST 12,01 TO 03,144.0,Apartment,1987,820000.0,63
2013-03,BISHAN,EXECUTIVE,455,SIN MING AVE,10 TO 12,188.0,Maisonette,1990,840000.0,66
2013-03,BISHAN,EXECUTIVE,219,BISHAN ST 23,01 TO 03,160.0,Maisonette,1992,930000.0,68
2013-03,BUKIT BATOK,EXECUTIVE,512,BT BATOK ST 52,04 TO 06,146.0,Maisonette,1987,624000.0,63
2013-03,BUKIT BATOK,EXECUTIVE,287,BT BATOK EAST AVE 3,04 TO 06,147.0,Apartment,1995,738000.0,71
2013-03,BUKIT BATOK,EXECUTIVE,120,BT BATOK CTRL,04 TO 06,148.0,Maisonette,1985,746000.0,61
2013-03,BUKIT BATOK,EXECUTIVE,627,BT BATOK CTRL,01 TO 03,143.0,Maisonette,1997,768000.0,73
2013-03,BUKIT BATOK,EXECUTIVE,290B,BT BATOK ST 24,13 TO 15,141.0,Apartment,1997,788000.0,73
2013-03,BUKIT PANJANG,EXECUTIVE,129,PENDING RD,10 TO 12,146.0,Maisonette,1987,600000.0,63
2013-03,BUKIT PANJANG,EXECUTIVE,144,PETIR RD,01 TO 03,155.0,Maisonette,1988,610000.0,64
2013-03,BUKIT PANJANG,EXECUTIVE,653,SENJA LINK,01 TO 03,130.0,Premium Apartment,2001,630000.0,77
2013-03,BUKIT PANJANG,EXECUTIVE,408,FAJAR RD,04 TO 06,146.0,Maisonette,1989,633000.0,65
